steamId,price,copiesSold,publisherClass,reviewScore,aiContent
730,0,302158048,AAA,87,
570,0,212896574,AAA,82,
578080,0,161971233,AAA,59,
440,0,99060457,AAA,90,
1172470,0,67554185,AAA,67,
550,9.99,63975495,AAA,98,
304930,0,59633334,Indie,91,
1782210,0,54807548,Hobbyist,92,
230410,0,52803785,AAA,88,
218620,9.99,37690350,AA,90,
105600,9.99,37324726,AA,97,
1085660,0,37259315,AAA,80,
4000,9.99,36028369,AAA,97,
236390,0,34849734,AA,73,
291550,0,33194999,AAA,82,
346110,14.99,32902264,AAA,84,
322330,14.99,32632421,AA,95,
359550,19.99,32262292,AAA,84,
242760,19.99,31035621,AA,96,
945360,4.99,30419877,AA,92,
714010,0,27879772,Indie,92,
252490,39.99,27838451,AA,87,
2923300,0,27835400,Indie,83,
292030,39.99,27598430,AAA,97,
438100,0,27420682,AA,76,
413150,14.99,26946359,AA,98,
227300,19.99,26244421,AA,98,
444090,0,25137517,AA,85,
620,9.99,24622692,AAA,99,
289070,59.99,23290714,AAA,87,
477160,19.99,22613462,AA,95,
1222670,0,22479749,AAA,87,
2767030,0,22004947,AA,80,
238960,0,21782608,AA,89,
1203220,0,21456435,AA,75,
381210,19.99,19927102,AA,79,
433850,0,19843562,Indie,56,
1091500,59.99,19600081,AAA,85,
239140,29.99,19390027,AA,95,
1174180,59.99,19044603,AAA,92,
489830,39.99,18009508,AAA,92,
1245620,59.99,18004900,AAA,93,
648800,19.99,17854078,AA,93,
255710,29.99,17781104,AAA,93,
251570,44.99,17414902,AA,89,
582010,29.99,17353610,AAA,89,
1623730,29.99,17170874,AA,94,
1966720,9.99,16810860,AA,97,
892970,19.99,16649244,AAA,94,
377160,19.99,16542022,AAA,83,
49520,19.99,16139604,AAA,95,
1238810,49.99,16067802,AAA,71,
108600,19.99,15997950,AA,94,
240,9.99,15468468,AAA,96,
400,9.99,14993412,AAA,98,
386360,0,14922472,AA,79,
107410,29.99,14770364,AAA,91,
2358720,59.99,14758748,AAA,97,
552990,0,14604243,AA,77,
10,9.99,14498409,AAA,97,
1086940,59.99,14240914,AAA,97,
700330,0,13743407,Hobbyist,91,
291480,0,13690068,AA,66,
1426210,39.99,13627055,AAA,95,
8930,29.99,13612378,AAA,96,
466240,0,13358568,Indie,79,
1677740,0,13299382,Indie,85,
203160,14.99,13209365,AA,96,
2357570,0,13080990,AA,23,
444200,0,13024307,AA,79,
220,9.99,12964588,AAA,98,
1237970,29.99,12540342,AAA,95,
1240440,0,12300455,AAA,70,
1172620,39.99,12169187,AAA,89,
221100,49.99,12031432,AAA,77,
550650,0,11984477,Indie,76,
548430,29.99,11732908,AAA,97,
304050,0,11575920,AA,80,
204360,14.99,11352741,AA,96,
553850,39.99,11231839,AAA,76,
1238840,39.99,11156371,AAA,86,
222880,14.99,11019016,Indie,92,
632360,24.99,10615890,AA,93,
1818750,0,10389290,AAA,77,
374320,59.99,10346571,AAA,94,
3590,4.99,10322795,Indie,98,
367520,14.99,10319496,AA,97,
823130,0,10255349,AA,88,
397900,0,10218668,Indie,61,
275850,59.99,10134392,AA,83,
244210,19.99,10107043,AA,93,
588430,0,10001371,AAA,89,
1145360,24.99,9968565,AA,98,
218230,0,9922399,Indie,81,
1794680,4.99,9891973,Indie,98,
380600,0,9873931,Indie,87,
990080,59.99,9838907,AAA,90,
1625450,0,9790538,Hobbyist,94,
960090,13.99,9789666,AA,97,
674940,4.99,9452073,AA,94,
304390,29.99,9444612,AAA,70,
2139460,0,9443018,AA,74,
518790,19.99,9371340,AA,89,
814380,59.99,9328006,AA,95,
728880,24.99,9258076,AA,91,
1449850,0,9238333,AAA,75,
379720,19.99,9221530,AAA,96,
306130,19.99,9207278,AAA,82,
224260,0,9087511,Hobbyist,90,
264710,29.99,9082293,AA,97,
394360,49.99,9000776,AAA,91,
2709570,0,8986236,Indie,95,
219740,9.99,8947864,AA,97,
1517290,59.99,8828089,AAA,47,
386180,0,8804056,AA,75,
22380,9.99,8798716,AAA,96,
203770,0,8696200,AAA,91,
774171,2.99,8686719,Indie,91,
677620,0,8639922,Indie,92,
397540,59.99,8617223,AAA,85,
322170,4.99,8572440,Indie,93,
976730,39.99,8557480,AAA,92,
698780,0,8459670,Indie,96,
391540,9.99,8305071,Indie,97,
250900,14.99,8288052,AA,97,
646570,24.99,8279072,AA,98,
284160,24.99,8177269,AA,97,
12210,19.99,8156462,AAA,82,
286160,19.99,8138926,AA,96,
552520,59.99,8047281,AAA,81,
225540,19.99,7933828,AA,84,
281990,39.99,7926511,AAA,88,
435150,44.99,7920365,AAA,96,
391220,29.99,7917046,AA,94,
1222680,69.99,7878040,AAA,84,
766570,0,7844068,Indie,53,
221380,19.99,7826063,AAA,96,
1144200,49.99,7810769,AA,89,
219640,24.99,7750325,AA,83,
363970,0,7745705,Indie,90,
232090,29.99,7612358,AA,88,
2507950,0,7603458,Indie,66,
813780,34.99,7563487,AAA,95,
319630,0,7438319,AA,96,
1063730,59.99,7387543,AAA,69,
311210,59.99,7333344,AAA,84,
8870,29.99,7331858,AAA,94,
594650,29.99,7265730,AA,73,
2567870,4.99,7174726,Indie,91,
262060,24.99,7171200,AA,92,
223710,0,7072941,Hobbyist,89,
1250,19.99,7057752,AA,95,
457140,24.99,6989030,AA,97,
20900,9.99,6934848,AAA,89,
238320,19.99,6933161,AA,96,
760160,0,6914482,Indie,76,
270880,19.99,6894756,AA,97,
1977530,0,6829505,Indie,92,
282070,19.99,6812499,AA,95,
333930,0,6796555,Hobbyist,81,
268910,19.99,6786205,AA,96,
55230,9.99,6772138,AAA,96,
526870,39.99,6760727,AAA,97,
630,0,6717569,AAA,95,
253710,0,6694582,Indie,58,
393380,49.99,6683341,AA,83,
1551360,59.99,6679453,AAA,89,
238460,14.99,6678695,AA,97,
504370,0,6674730,AA,85,
812140,59.99,6667266,AAA,89,
976310,49.99,6666463,AAA,88,
601510,0,6662732,AAA,83,
261550,49.99,6613365,AA,88,
206420,19.99,6572840,AAA,88,
1274570,9.99,6564427,Indie,91,
241930,19.99,6511308,AA,92,
588650,24.99,6509445,AA,97,
323190,29.99,6465438,AA,92,
1665460,0,6441441,AAA,47,
884660,0,6387886,AA,79,
815370,27.99,6366202,AA,86,
1721470,0,6352960,Indie,85,
220240,19.99,6296783,AAA,89,
8190,14.99,6275812,AA,91,
294100,34.99,6263906,AA,98,
431240,14.99,6239344,AA,88,
379430,29.99,6231240,AA,84,
109600,0,6152528,AA,78,
601150,29.99,6146263,AAA,96,
211820,14.99,6131018,AA,90,
231430,19.99,6118721,AA,79,
346900,0,6086223,Indie,88,
113200,4.99,6062403,Indie,95,
312660,59.99,6059649,AA,91,
1172380,39.99,6023648,AAA,89,
1468810,19.99,5998842,AA,53,
883710,39.99,5944053,AAA,97,
427520,35,5908146,AA,97,
1446780,39.99,5879361,AAA,82,
433340,19.99,5833107,AA,98,
513710,39.99,5816868,AA,75,
286690,19.99,5814545,AAA,91,
782330,39.99,5752468,AAA,91,
208650,19.99,5752174,AA,89,
613100,24.99,5740961,AA,94,
582500,0,5716170,Indie,90,
2835570,2.99,5703065,Indie,96,
244850,19.99,5698096,AA,89,
1049590,0,5651191,AA,80,
1289310,0,5648880,Indie,98,
2074920,0,5614649,AA,57,
1151640,0,5573379,AAA,88,
1623660,0,5557775,Indie,65,
233450,29.99,5553625,AAA,89,
2246340,69.99,5466650,AAA,59,
493340,44.99,5463282,AA,91,
471710,0,5420944,Indie,90,
1222140,39.99,5396323,AA,96,
1286830,0,5393724,AAA,90,
1057090,29.99,5382679,AAA,97,
489520,0,5338326,Indie,90,
205100,9.99,5330789,AAA,98,
236850,49.99,5271304,AAA,87,
2551020,0,5254588,Indie,91,
361420,29.99,5242825,AA,92,
268500,59.99,5237357,AAA,85,
1943950,9.99,5235276,Indie,91,
220200,39.99,5218643,AA,95,
273110,0,5185808,AA,67,
349040,19.99,5176322,AA,91,
246620,14.99,5161190,Indie,95,
1604030,34.99,5158161,AA,89,
671860,14.99,5141354,AA,86,
563560,0,5140599,Hobbyist,95,
223470,9.99,5138891,Indie,97,
211500,0,5126001,Indie,75,
239030,9.99,5097005,Indie,97,
555570,0,5080999,Indie,54,
412020,29.99,5075362,AAA,90,
265930,9.99,5042491,AAA,91,
1868140,19.99,5024004,AA,97,
1260320,19.99,5015532,AA,78,
223750,0,5014867,AA,85,
113400,0,5000187,Indie,64,
632470,39.99,4983860,AA,93,
17390,19.99,4966302,AAA,92,
305620,19.99,4961347,AA,91,
11020,0,4949092,AAA,90,
460930,49.99,4910658,AAA,80,
611500,0,4896897,AAA,74,
200210,0,4857531,Indie,83,
219990,24.99,4850576,AA,94,
1151340,39.99,4839333,AAA,73,
447040,49.99,4838775,AAA,83,
203140,19.99,4829776,Indie,93,
10180,19.99,4799768,AAA,93,
1483870,2.99,4769251,Indie,84,
670290,0,4759113,Indie,77,
470220,9.99,4759044,AA,72,
219150,9.99,4757579,AA,97,
2881650,7.99,4739671,AA,95,
703080,44.99,4725216,AA,91,
1928420,0,4714772,Indie,78,
2379780,14.99,4703593,AA,98,
508440,19.99,4682980,AA,98,
200710,19.99,4679440,AA,93,
1217060,19.99,4665945,AA,93,
582160,59.99,4665316,AAA,86,
933110,0,4597161,AAA,85,
24240,14.99,4596601,Indie,93,
1222700,29.99,4575982,AAA,88,
1241100,0,4574548,Indie,75,
285900,19.99,4572845,Indie,85,
1158310,49.99,4537314,AAA,91,
646910,29.99,4507874,AAA,77,
440900,39.99,4507196,AA,79,
335240,0,4481139,Indie,88,
750920,0,4456460,AA,85,
594570,59.99,4433432,AAA,93,
1180380,0,4428136,Indie,65,
287700,19.99,4418329,AAA,92,
744900,0,4403434,Indie,70,
311690,14.99,4399783,AA,96,
6060,9.99,4376116,AA,95,
524220,39.99,4340199,AA,87,
843380,0,4337591,Indie,94,
265630,0,4333088,Hobbyist,91,
1407200,0,4324424,AA,84,
1593500,49.99,4324152,AAA,96,
365590,29.99,4298259,AAA,70,
225840,0,4295387,Hobbyist,94,
552500,29.99,4281706,AA,85,
962130,39.99,4269730,AAA,89,
581320,29.99,4243454,AAA,85,
287390,19.99,4232041,AAA,91,
418370,19.99,4227749,AAA,95,
967050,4.99,4218440,Indie,87,
444640,0,4207168,AA,91,
2429640,0,4188559,AAA,69,
240720,7.99,4186762,Indie,82,
1987080,6.99,4178836,Indie,82,
236110,0,4162731,Indie,77,
17410,19.99,4145283,AAA,88,
359320,19.99,4071824,AA,77,
403640,29.99,4045857,AAA,89,
686810,49.99,4040772,AA,82,
207610,14.99,4009789,AA,97,
389730,39.99,4003781,AA,83,
1408720,0,3987892,Indie,79,
213670,29.99,3981696,AAA,98,
207140,14.99,3961977,AA,94,
289650,29.99,3955027,AAA,78,
977950,5.99,3934779,Indie,94,
1818450,0,3932168,Indie,76,
200510,29.99,3926033,AAA,93,
307690,19.99,3908883,AA,94,
99900,0,3890792,Indie,84,
1961460,0,3878581,Indie,79,
881100,19.99,3876069,Indie,95,
335300,39.99,3874625,AAA,84,
35450,19.99,3873428,AA,93,
2050650,39.99,3863295,AAA,98,
1118200,9.99,3833653,Indie,99,
2943650,0,3833199,Indie,73,
779340,59.99,3819357,AAA,83,
582660,9.99,3816246,Indie,74,
1313140,24.99,3812421,AA,96,
22370,19.99,3805238,AAA,81,
1832640,1.99,3802299,Indie,25,
1509960,4.99,3798076,Indie,91,
234140,19.99,3784203,AAA,92,
1714040,0,3783780,Indie,91,
1332010,29.99,3734993,AA,97,
42910,9.99,3733051,AAA,86,
362890,19.99,3725466,Indie,95,
1203620,29.99,3719774,AA,87,
209000,19.99,3713543,AA,89,
307780,19.99,3704218,AAA,85,
835570,0,3697234,Hobbyist,69,
495420,29.99,3689463,AAA,83,
571740,8.99,3670166,Indie,91,
466560,29.99,3670032,AA,87,
602960,34.99,3660952,AA,94,
424840,19.99,3652200,AA,95,
298110,29.99,3639300,AAA,84,
738060,0,3634896,Indie,94,
1092790,19.99,3610837,AA,97,
262410,0,3608329,Indie,84,
2281730,0,3607744,Indie,88,
214950,59.99,3589152,AAA,87,
274190,14.99,3584856,AA,97,
1196590,39.99,3579979,AAA,96,
233860,29.99,3562677,AA,95,
409710,19.99,3546341,AAA,82,
570940,39.99,3538536,AAA,92,
387990,19.99,3534039,AA,92,
527230,19.99,3532948,AA,88,
1343400,0,3528745,AA,83,
50130,29.99,3518461,AAA,94,
221040,19.99,3515922,AA,79,
627690,0,3511481,Indie,78,
1030840,39.99,3500089,AAA,87,
1962663,0,3459712,AAA,32,
1590320,0,3419874,Indie,78,
248570,0,3416766,AA,89,
70,9.99,3415506,AAA,97,
2183900,59.99,3401235,AAA,83,
21690,19.99,3389523,AA,87,
1621690,19.99,3387043,AA,93,
1238860,39.99,3384532,AAA,85,
674020,0,3384297,Indie,54,
312990,0,3380110,AA,97,
387290,19.99,3377602,AAA,95,
1466860,39.99,3363431,AAA,86,
1142710,59.99,3362525,AAA,72,
33230,19.99,3361361,AAA,89,
1248130,29.99,3357772,AA,92,
844870,0,3271899,Indie,61,
302830,0,3242777,Indie,59,
1259420,39.99,3241287,AAA,93,
2995920,0,3234902,AAA,95,
201810,19.99,3230453,AAA,91,
259080,0,3217046,AA,92,
453480,0,3212246,AA,74,
1366540,19.99,3205243,AA,98,
690790,19.99,3202543,Indie,88,
1301720,0,3199093,Hobbyist,82,
621060,19.99,3181794,Indie,94,
2977660,0,3175419,Indie,78,
202970,59.99,3170306,AAA,86,
269210,7.99,3155953,Indie,69,
107100,14.99,3151016,AA,95,
1276390,0,3148055,AA,84,
212500,0,3143409,Indie,82,
544920,0,3137649,Indie,81,
848450,29.99,3136566,AA,91,
705210,0,3132783,Hobbyist,91,
4500,19.99,3127745,AA,95,
493520,39.99,3093572,AA,84,
367500,29.99,3081968,AA,89,
1258080,0,3076518,Indie,78,
1506830,0,3063427,AAA,80,
104900,0.99,3063226,Indie,75,
221910,14.99,3062314,Indie,92,
3164500,19.99,3061248,AA,98,
736190,9.99,3057029,Indie,91,
364360,59.99,3053068,AAA,78,
872200,0,3052548,AA,74,
204100,19.99,3028217,AAA,87,
10090,19.99,3022379,AAA,92,
238090,29.99,3021329,AA,82,
2195250,69.99,3015498,AAA,58,
254700,19.99,2992327,AA,93,
952060,39.99,2987473,AAA,82,
299360,0,2975862,Indie,79,
261570,0,2971828,AAA,94,
1949740,0,2967967,Hobbyist,89,
1476970,0,2956114,Indie,80,
1363080,39.99,2947909,AA,87,
1716740,69.99,2943147,AAA,57,
204300,0,2935658,Indie,85,
2670630,12.99,2935073,Indie,94,
261640,39.99,2934424,AAA,83,
47890,19.99,2933779,AAA,87,
1687950,59.99,2929577,AAA,97,
373420,39.99,2927905,AAA,90,
368230,0,2919876,AA,91,
783770,0,2917612,Indie,72,
32370,9.99,2915386,AA,91,
546560,59.99,2887264,AAA,98,
427730,6.99,2878202,Indie,80,
648350,44.99,2877542,AA,87,
678950,59.99,2873258,AAA,90,
1254120,0,2872283,Indie,53,
620980,29.99,2869099,AA,96,
310950,19.99,2854312,AAA,68,
216150,0,2854049,AA,64,
1797880,0,2848430,AA,57,
108710,14.99,2844996,AA,90,
645630,19.99,2821644,AA,91,
331470,0,2819888,Indie,95,
544730,0,2805744,Indie,49,
214490,39.99,2790326,AAA,93,
2322560,9.99,2788709,Indie,94,
1139900,29.99,2786703,AA,91,
326460,9.99,2783932,Indie,93,
638970,19.99,2776963,AAA,96,
617290,39.99,2760963,AA,85,
242050,39.99,2760086,Hobbyist,89,
1167630,29.99,2743350,AA,96,
41070,29.99,2738427,AA,88,
355180,0,2730986,Hobbyist,85,
774361,24.99,2711600,AA,90,
532210,0,2708101,AA,87,
339610,0,2703169,Indie,73,
324800,29.99,2684301,AA,87,
274170,14.99,2675595,AA,94,
50620,0,2672266,AA,89,
1088150,0,2669869,Hobbyist,86,
1454400,4.99,2664073,Indie,97,
235460,29.99,2660924,AAA,96,
1869590,0,2653137,Indie,85,
678960,59.99,2639617,AAA,85,
635260,14.99,2633442,Indie,95,
407530,0,2629296,AAA,66,
450390,0,2626069,AAA,95,
2021910,0,2619011,Hobbyist,84,
383150,19.99,2612688,AAA,82,
266840,29.99,2607721,AAA,93,
1304930,39.99,2602693,AA,93,
1282100,49.99,2586481,AA,83,
383870,19.99,2573267,Indie,90,
977400,0,2569991,Indie,90,
1237950,39.99,2564884,AAA,87,
304430,19.99,2558713,Indie,97,
1284410,0,2558251,AAA,86,
599140,19.99,2549443,AA,86,
1659040,9.99,2535669,AA,87,
239820,9.99,2534168,Indie,95,
438040,0,2532767,Indie,93,
308600,0,2525069,Indie,83,
313120,19.99,2523585,Indie,75,
1364780,59.99,2520248,AAA,85,
2349820,0,2515164,Indie,55,
1419170,0,2507848,Indie,94,
939400,1.99,2506937,Indie,93,
319510,4.99,2503876,Indie,93,
1328670,59.99,2501989,AAA,91,
110800,19.99,2498915,AAA,86,
332950,0,2494228,Indie,89,
1404210,19.99,2483791,AAA,83,
480490,29.99,2476526,AAA,91,
242920,19.99,2476296,Indie,90,
248820,9.99,2460230,AA,93,
391460,0,2459684,Indie,62,
753640,24.99,2457936,AA,96,
824270,9.99,2457703,Indie,93,
289130,29.99,2449126,AAA,84,
376210,19.99,2439736,Indie,81,
637650,34.99,2427687,AA,83,
774861,9.99,2425801,Indie,83,
1056640,0,2421446,AAA,70,
1361210,39.99,2416988,AA,71,
243470,19.99,2412743,AAA,78,
2524890,0,2406931,Indie,66,
899770,34.99,2406133,AA,77,
17480,0,2398078,AAA,85,
612880,39.99,2393453,AAA,81,
337000,29.99,2391384,AA,76,
1029550,0,2390593,Indie,76,
2527500,14.99,2377782,AA,98,
1284210,0,2371831,Indie,89,
360430,29.99,2369423,AAA,57,
420290,0,2367326,Indie,81,
1435790,19.99,2357476,Indie,94,
707010,0,2355871,Indie,70,
858820,19.99,2355736,AA,77,
1607250,0,2354430,AAA,66,
372000,0,2352653,Indie,64,
1016920,19.99,2351401,AA,93,
3070070,12.99,2347682,Indie,97,
12200,14.99,2344189,AAA,85,
239160,19.99,2344023,AA,75,
1147560,19.99,2338175,AA,93,
414340,29.99,2335636,Indie,90,
675010,19.99,2333423,AAA,91,
238010,19.99,2327750,AA,92,
9900,0,2321626,AA,79,
920210,49.99,2320049,AAA,91,
302510,9.99,2310707,AA,87,
788100,19.99,2300458,AA,86,
244450,29.99,2290464,AA,91,
918570,0,2287356,Indie,75,
992300,24.99,2283649,Indie,89,
2707930,0,2278833,Indie,85,
502500,59.99,2276992,AAA,88,
644930,29.99,2271469,Indie,85,
1348970,0,2264774,Hobbyist,83,
666140,29.99,2262520,AAA,92,
255520,0,2253335,AA,81,
870780,39.99,2251919,AA,87,
1997040,0,2246681,Indie,76,
1520470,0,2246226,Indie,82,
767560,0,2245062,AA,60,
233720,9.99,2233576,Indie,82,
555160,24.99,2233093,Indie,90,
476600,59.99,2231273,AAA,69,
1549250,0,2224611,Indie,52,
916440,59.99,2222838,AAA,81,
245170,24.99,2222175,Indie,88,
439700,0,2220593,Indie,52,
644560,1.99,2210100,Indie,96,
206440,9.99,2204534,Indie,96,
544810,0,2198103,Indie,75,
65800,14.99,2193226,Indie,93,
418460,24.99,2188610,AA,87,
1485080,0,2187739,Indie,88,
436520,0,2183064,Indie,60,
805550,39.99,2175620,AA,93,
32440,19.99,2172293,AA,97,
1599600,19.99,2169987,Indie,95,
17470,19.99,2166935,AAA,92,
434650,9.99,2161117,Indie,87,
47870,0,2161086,AAA,83,
1902490,0,2158801,AAA,95,
322500,24.99,2155368,Indie,91,
706990,0,2143817,Indie,74,
1210320,19.99,2139246,AA,92,
1815780,0,2133000,AA,81,
704270,24.99,2129894,AA,72,
460920,29.99,2115793,AAA,82,
247080,14.99,2109987,Indie,96,
683320,14.99,2109849,AA,96,
837470,19.99,2094127,Indie,96,
34870,9.99,2084912,AA,75,
394510,19.99,2078679,AAA,90,
2669320,69.99,2071267,AAA,49,
1824220,39.99,2070753,AA,81,
389570,0,2065948,Indie,81,
1771300,59.99,2065084,AAA,94,
235540,29.99,2063563,AA,80,
268050,19.99,2059443,AAA,85,
972660,29.99,2057143,Indie,95,
1129580,34.99,2054710,AA,91,
214420,0,2048106,Indie,75,
203290,0,2047458,Hobbyist,79,
607260,0,2046248,Hobbyist,89,
1948280,7.99,2045377,Indie,96,
1296830,17.99,2044620,AA,93,
389430,0,2041428,Indie,50,
516750,14.99,2038835,Indie,95,
228380,29.99,2035825,AA,88,
1468260,0,2034449,Indie,94,
838350,19.99,2028319,Indie,70,
1229490,24.99,2026299,AA,98,
2231380,59.99,2020502,AAA,73,
1290000,24.99,2018575,AA,97,
212070,0,2014251,AA,73,
2225070,0,2009643,AAA,77,
633230,19.99,1998247,AAA,84,
1119730,24.99,1995476,Indie,81,
312530,12.99,1988404,Indie,97,
461040,0,1988376,Indie,72,
325610,44.99,1983549,AAA,82,
699130,29.99,1977533,Indie,83,
12220,0,1975669,AAA,74,
24010,29.99,1973781,Indie,71,
1280770,0,1973430,Indie,93,
845070,0,1969854,AA,93,
1173370,0,1968239,Indie,84,
500,9.99,1960950,AAA,96,
250400,14.99,1960198,AA,83,
249130,19.99,1957333,AA,95,
41700,19.99,1952768,AA,96,
371660,29.99,1952237,AAA,86,
317360,0,1948194,Hobbyist,93,
246900,12.99,1948071,Indie,93,
1145350,29.99,1947839,AA,95,
270550,0,1943502,Indie,87,
1343370,0,1933172,AA,83,
24200,0,1931760,Indie,81,
1451940,15.99,1930952,Indie,95,
505460,29.99,1930755,Indie,84,
274940,19.99,1928149,Indie,88,
1162520,13.99,1923901,Indie,52,
280790,24.99,1917664,Indie,78,
414700,29.99,1917210,AA,91,
445980,15.99,1915552,Indie,91,
417860,0,1914512,Indie,89,
865360,12.99,1906665,Indie,84,
1282730,14.99,1906483,AA,93,
334230,4.99,1905882,Indie,88,
568220,24.99,1903468,AA,94,
1283700,0,1901002,Indie,90,
232770,0,1898588,Indie,91,
666220,0,1896193,Hobbyist,90,
1286680,59.99,1894000,AAA,74,
1022450,0,1887494,Indie,86,
1178830,19.99,1883978,Indie,92,
1227890,19.99,1883873,AA,93,
412220,0,1882274,Hobbyist,90,
751780,19.99,1875741,AA,90,
237930,19.99,1875563,AA,94,
460950,14.99,1869275,AA,98,
2084050,0,1862747,Indie,89,
464920,29.99,1853815,AAA,85,
1190000,24.99,1851186,AA,96,
47810,29.99,1846651,AAA,87,
297000,14.99,1835495,AA,79,
314160,24.99,1834987,AAA,86,
208580,9.99,1831087,AA,94,
7940,19.99,1830307,AAA,94,
368500,29.99,1824435,AAA,80,
7670,19.99,1819312,AAA,94,
220440,29.99,1818073,AA,93,
241600,14.99,1817268,Indie,93,
39120,0,1816562,AA,74,
39000,0,1816527,Hobbyist,91,
1213210,19.99,1812697,AAA,91,
915320,0,1805249,Indie,74,
1782380,0,1803573,Hobbyist,84,
752590,39.99,1802583,AAA,93,
298630,17.99,1799907,AA,90,
517630,0,1787455,AA,62,
232890,39.99,1787225,Indie,72,
1922560,29.99,1783880,AAA,90,
851850,59.99,1779671,AA,93,
434570,0.99,1778018,Indie,95,
71340,0,1777305,AAA,94,
201270,29.99,1775387,AAA,92,
2054970,69.99,1769730,AAA,61,
2321470,12.99,1768542,Indie,87,
460790,19.99,1767532,AAA,93,
1244460,59.99,1767021,AA,89,
291650,29.99,1761365,AAA,88,
1273710,0,1759845,Indie,79,
787480,29.99,1758727,AAA,98,
1888160,59.99,1751051,AAA,91,
629730,29.99,1747360,Indie,97,
1149460,34.99,1746466,Indie,72,
48000,9.99,1744116,Indie,93,
949230,49.99,1736365,AAA,53,
459820,0,1727889,Indie,89,
70000,9.99,1722751,Indie,84,
1017180,15.99,1720771,Indie,90,
794260,39.99,1710466,AA,73,
410900,14.99,1708685,Indie,92,
3103840,0,1706854,Indie,95,
493490,24.99,1704748,Indie,82,
860510,29.99,1699886,AA,94,
374040,19.99,1692248,AA,83,
1325200,49.99,1691724,AA,88,
206500,0,1687167,Indie,84,
1250410,59.99,1682602,AAA,79,
1966900,4.99,1680532,Indie,92,
939960,39.99,1679298,AAA,76,
1846380,69.99,1677743,AAA,60,
955050,7.99,1677103,Indie,91,
424280,0,1676136,Indie,98,
480430,0,1672085,AA,83,
238430,9.99,1670305,Indie,73,
392110,39.99,1669563,AAA,84,
356670,0,1668532,Indie,93,
301640,44.99,1662795,AA,87,
225080,14.99,1659315,AA,94,
447020,14.99,1654247,Indie,93,
48190,19.99,1649804,AAA,89,
257510,29.99,1646926,AA,95,
610080,0,1642430,Indie,87,
569480,14.99,1642050,Indie,93,
1562430,24.99,1639010,AA,96,
424370,29.99,1637776,Indie,56,
589870,0,1636106,Indie,95,
657200,2.99,1635975,Indie,84,
880940,14.99,1635140,Indie,89,
2215430,59.99,1629464,AAA,94,
383120,19.99,1629193,Indie,79,
324810,0,1627059,Hobbyist,77,
1384160,39.99,1626527,AA,88,
348250,0,1620820,Hobbyist,94,
265550,29.99,1618780,AA,77,
4920,4.99,1617601,AA,85,
47780,19.99,1617409,AAA,94,
245620,19.99,1614698,Indie,79,
1180320,0,1613753,Indie,10,
17460,29.99,1613295,AAA,94,
6860,9.99,1610817,Indie,94,
1184370,19.99,1610046,Indie,84,
442080,0,1608672,Indie,66,
2641470,0,1606520,Indie,64,
65980,39.99,1606001,AAA,60,
215080,0,1601131,Indie,76,
457330,0,1589112,Hobbyist,55,
680420,19.99,1585653,AA,67,
2141910,0,1585278,Indie,64,
224760,9.99,1585021,Indie,93,
900883,19.99,1584060,AAA,95,
9200,9.99,1579465,AAA,78,
19900,9.99,1578059,AAA,77,
236430,39.99,1576779,AA,88,
1222730,39.99,1575544,AAA,66,
1888930,59.99,1575305,AAA,78,
1262580,29.99,1574142,AAA,86,
1284190,23.99,1569160,Indie,96,
39140,11.99,1565327,AA,93,
45760,29.99,1561739,AA,90,
233270,14.99,1561325,AAA,88,
320300,19.99,1559800,AA,92,
15100,19.99,1558210,AAA,82,
881020,59.99,1557489,AA,90,
488790,29.99,1545649,AAA,85,
641990,26.99,1544844,AA,91,
242860,19.99,1543936,Indie,86,
485510,49.99,1542091,AA,80,
1169040,14.99,1530381,Indie,94,
1062090,34.99,1522627,Indie,96,
2280,9.99,1521355,Indie,96,
1974050,0,1519573,AA,70,
668630,1.99,1516513,Indie,82,
10680,14.99,1514011,AAA,91,
1669980,10.99,1510086,Indie,98,
265300,29.99,1509563,AA,59,
350080,19.99,1507892,AAA,90,
1359090,18.99,1506102,Indie,80,
578310,0,1504636,Indie,82,
298240,0,1504148,Indie,60,
1189490,14.99,1502635,Indie,93,
2167580,0,1502027,AA,78,
1455840,13.99,1499204,Indie,97,
529340,49.99,1499153,AAA,68,
1201240,0,1493229,Indie,89,
1774580,69.99,1493213,AAA,68,
1206560,19.99,1490763,Indie,95,
235600,29.99,1487509,AAA,80,
221640,2.99,1484062,Indie,97,
24800,0,1481129,AAA,84,
1973530,0,1480593,AA,86,
492720,39.99,1478844,AA,87,
985810,0,1478217,Indie,63,
1817190,49.99,1477884,AAA,93,
12900,9.99,1475701,Hobbyist,96,
230230,0,1474137,AAA,92,
2051620,0,1472257,AA,80,
2012840,0,1470964,Hobbyist,60,
212480,19.99,1469804,AAA,94,
374280,0,1457219,Hobbyist,67,
250320,14.99,1455596,Indie,98,
383080,0,1454890,Indie,83,
1462040,39.99,1452967,AA,89,
304240,19.99,1451717,AAA,92,
2344520,49.99,1451368,AA,66,
6000,9.99,1449249,AA,96,
201870,19.99,1448371,AAA,85,
287450,19.99,1444708,AAA,95,
261030,14.99,1444514,AA,96,
942970,6.99,1439773,Indie,96,
474960,39.99,1439213,AAA,86,
1533390,19.99,1437336,Indie,91,
1693980,59.99,1435414,AAA,91,
636480,17.99,1435162,Indie,97,
2098350,0,1430999,Indie,85,
